"rating","review"
"2","Twiti düzenle seçeneği mutlaka konmalı.Bazen uzunca yazıyorsunuz ama klavyeden kaynaklı bir,iki harf yanlış oluyor ki hiç sevmediğim bir olay.Tekrar girip düzenleyemediğim için tümünü silip tekrar yazmak durumunda kalıyoruz."
﻿"rating","review"
"1","Aslında 1 yıldızı bile hak etmiyor. Bir anda hata verdi. Hesabımda takip ettiklerimi ve takipçilerimi göremiyorum ""Tekrar denemeden önce birkaç dakika bekle"" hatası veriyor. Bu sorunu düzeltmenizi rica ediyorum. Ayrıca Instagram'ın hatalarda ulaşabileceğimiz bir canlı destek hattı olması gerekiyor. ...Yorumun TamamıAslında 1 yıldızı bile hak etmiyor. Bir anda hata verdi. Hesabımda takip ettiklerimi ve takipçilerimi göremiyorum ""Tekrar denemeden önce birkaç dakika bekle"" hatası veriyor. Bu sorunu düzeltmenizi rica ediyorum. Ayrıca Instagram'ın hatalarda ulaşabileceğimiz bir canlı destek hattı olması gerekiyor. Gereğinin yapılmasını rica ederim."
"2","Şu an çok tuhaf bir şekilde, takipçilerimi değil de ""takip ediyor olduklarımı"" göremiyorim. Sayfa bir türlü açılmıyor. ""Tekrar denemek için birkaç dakika bekleyin""gibi bir şey çıkıyor. Denemediğim şey kalmadı. Diğer hesabımda bu olmuyor. Ama yeni açtığım bir hesapta açar açmaz böyle bir şey yaşamak ...Yorumun TamamıŞu an çok tuhaf bir şekilde, takipçilerimi değil de ""takip ediyor olduklarımı"" göremiyorim. Sayfa bir türlü açılmıyor. ""Tekrar denemek için birkaç dakika bekleyin""gibi bir şey çıkıyor. Denemediğim şey kalmadı. Diğer hesabımda bu olmuyor. Ama yeni açtığım bir hesapta açar açmaz böyle bir şey yaşamak hiç de güzel değil. Buna acilen çözüm bulmanızı talep ediyorum."
"3","Dört gündür takip engelim var ve tarihli de değil. Neden böyle oluyor? Hiç bir bildirim de almıyorum uygulamadan. Beğeni, yorum ve de post yükleme yapabiliyorum ama? Şifre değiştirme, uygulama kaldırma ve güncelleme dahil herşeyi yaptım. Aktif bir sayafayım ve çok takip isteği geliyor. Gt yaparken g...Yorumun TamamıDört gündür takip engelim var ve tarihli de değil. Neden böyle oluyor? Hiç bir bildirim de almıyorum uygulamadan. Beğeni, yorum ve de post yükleme yapabiliyorum ama? Şifre değiştirme, uygulama kaldırma ve güncelleme dahil herşeyi yaptım. Aktif bir sayafayım ve çok takip isteği geliyor. Gt yaparken geldi engel ve gitmek bilmedi"
"5","En üste gözüksün diye özellikle 5 yıldız verdim.. Benim hesaplarıma nasıl gizli şekilde giriyorsunuz da benim adıma beğeni ve yorum yapıyorsunuz...! Bide üstüne engel yiyorum.! Hemen kaldırın o beğenileri ve yorumları hemenn!! Nerede gizlilikkk!! Benim hesabıma nasıl girersinizz! Özelimde ne işiniz ...Yorumun TamamıEn üste gözüksün diye özellikle 5 yıldız verdim.. Benim hesaplarıma nasıl gizli şekilde giriyorsunuz da benim adıma beğeni ve yorum yapıyorsunuz...! Bide üstüne engel yiyorum.! Hemen kaldırın o beğenileri ve yorumları hemenn!! Nerede gizlilikkk!! Benim hesabıma nasıl girersinizz! Özelimde ne işiniz var. Bu mu sizin gizlilikten anladığınız hemenn çözün bunu!!!"
"1","İki faktörlü. Kimlik dogrulama. Yapıyorsun. Epotan sifrende var . 6 haneli kod gelmiyo. kurtarma. Kodları ise yaramıyo Bu durumu. Nasıl. Duzelte bilecegine yönelik. Bir. Yardım. Ve. Açıklamada yok Hesap. Kurtarmaya yönelik değil. Şikayetle kapattıp. Başka bir. Hesap. Açmaya. Yönelik. Büyük. Bir. Açı...Yorumun Tamamıİki faktörlü. Kimlik dogrulama. Yapıyorsun. Epotan sifrende var . 6 haneli kod gelmiyo. kurtarma. Kodları ise yaramıyo Bu durumu. Nasıl. Duzelte bilecegine yönelik. Bir. Yardım. Ve. Açıklamada yok Hesap. Kurtarmaya yönelik değil. Şikayetle kapattıp. Başka bir. Hesap. Açmaya. Yönelik. Büyük. Bir. Açığı. Var İki. Faktörlü Kimlik. Dogrulama Yapmayın. Güvenlik kodu. Gelmiyo kurtarma. Kodlarinizda. İse yaraniyo."
"5","Bir Mesajı silmek istediğim zaman hepsi birden siliniyor. Görüştüğüm kişinin mesaj sayfası tamamen ortadan kalkıyor. Saklamak istediğim mesaj falan kalmıyor ortada. Tek tek niye silinmiyor mesajlar anlamıyorum. İki haftadır büyük problem var. Beğeni yapamıyorum, paylaşmak istediğim resimler görünmüy...Yorumun TamamıBir Mesajı silmek istediğim zaman hepsi birden siliniyor. Görüştüğüm kişinin mesaj sayfası tamamen ortadan kalkıyor. Saklamak istediğim mesaj falan kalmıyor ortada. Tek tek niye silinmiyor mesajlar anlamıyorum. İki haftadır büyük problem var. Beğeni yapamıyorum, paylaşmak istediğim resimler görünmüyor, mesaj yazamıyorum. Lütfen acil yardım 🙋"
"1","Story atarken videoyu efektli bir şekilde çektim. Ancak görüntü birden bozuldu (sağ ve sol taraflardan basılmış gibi). Uygulamayı kapatıp tekrar açtım ve diğer efektler ile video çekmeye çalıştım bir şey değişmedi. Lütfen bir an önce bir çözüm bulunuz."
"4","Güncelleme geldikten sonra story atıyorum uygulma yanıt vermiyor diyip çıkış yapıyor uygulamadan. Sildim yükledim 3 story sonra tekrar aynı sıkıntıyı verdi. Şimdi tekrar yüklüyorum eğer aynı sıkıntıyı verirse var ya...Yeni getirdiğiniz storye müzik koyarak sadece hikaye atabildim. Geri bildirim gönd...Yorumun TamamıGüncelleme geldikten sonra story atıyorum uygulma yanıt vermiyor diyip çıkış yapıyor uygulamadan. Sildim yükledim 3 story sonra tekrar aynı sıkıntıyı verdi. Şimdi tekrar yüklüyorum eğer aynı sıkıntıyı verirse var ya...Yeni getirdiğiniz storye müzik koyarak sadece hikaye atabildim. Geri bildirim gönderdim ya düzeltin yada beddualara devam!"
"1","Gizlilik yeterli değil. Her ne kadar kullanmayı seviyor olsam da tek bir uygulama ile gizli hesaplar, o hesabın hikayeleri, takipçileri, takip ettikleri ne varsa görüntülenebiliyor. Bunları engelleyemiyorsunuz. O tip uygulamalar havuz sistemiyle çalışıyor ve ben uygulamaya giriş yapmamış olsam bile ...Yorumun TamamıGizlilik yeterli değil. Her ne kadar kullanmayı seviyor olsam da tek bir uygulama ile gizli hesaplar, o hesabın hikayeleri, takipçileri, takip ettikleri ne varsa görüntülenebiliyor. Bunları engelleyemiyorsunuz. O tip uygulamalar havuz sistemiyle çalışıyor ve ben uygulamaya giriş yapmamış olsam bile bir takipçimin giriş yapması gizli sandığım hesabımın herkese açılmasına yetiyor. Yıllardır kullandığım instagrama güvenim bitti. Çok yazık."
"2","Hesabıma giriş yapamıyorum hata veriyor . Şifre yeni ve e posta facebook ile giriş yap denemeleri sonucu hala hata veriyor ve tekrar silip yükledim bunların hiçbiri sonuç vermedi. Başka bır telefondan giriş yapabiliyorum ama bu telefonda sadece benim hesabım açılmıyor. Yardımcı olurmusunuz?"
"1","Şifre değiştirme işlemini bir türlü yapamıyorum. Mevcut şifremi doğru girdiğim halde şifre hatalı uyarısı geliyor. Görüntülü görüşme yapamıyorum ayrıca ön kamera bir türlü açılmıyor. Gerçekten son zamanlarda yapılan güncellemelerle uygulama iyice çöp oldu."
"1","Telelofnum xiaomi mi.mix 2 filtreler gelmediği gibi şuan yeni güncelleme ile birlikte müzikli paylaşım yapamıyorum canlı sohbet e katılamıyorum. Bilmiyorum ki telelofonda mi sorum siz de mi??? Güncelleme gelmiyor ya bana güncelleme artık gelsin cidden kaldıracağım ve şikayet edeceğim."
"1","Telefonumda 3 hesap açık kendi hesabım hariç diğer iki hesaptan bildirim geliyor ancak kendi hesabıma bildirim gelmiyor ayrıca birnin fotoğrafının altına yorum yaptığım zaman yorum yaptığım kişiye de bildirim gitmiyor hesabıma bişeyler oldu anlamadım ne bana bildirim geliyo ne benden bildirim geliyo...Yorumun TamamıTelefonumda 3 hesap açık kendi hesabım hariç diğer iki hesaptan bildirim geliyor ancak kendi hesabıma bildirim gelmiyor ayrıca birnin fotoğrafının altına yorum yaptığım zaman yorum yaptığım kişiye de bildirim gitmiyor hesabıma bişeyler oldu anlamadım ne bana bildirim geliyo ne benden bildirim geliyor lütfen bir çözüm bulunsun artık."
"1","Normalde instagramı kullanıyordum ve hiçbir sorun olmuyordu.Ama 1 haftadır storyler gözükmüyor.Ben story paylaşıyorum 3 dakika sonra bende gözükmüyor ama takipçilerim görebiliyor.Birkaç kişide aynı sorunu yaşamış ama geri düzelmiş.3 kerede instagramı silip geri yükledim ama bir faydası olmadı.Çoğu k...Yorumun TamamıNormalde instagramı kullanıyordum ve hiçbir sorun olmuyordu.Ama 1 haftadır storyler gözükmüyor.Ben story paylaşıyorum 3 dakika sonra bende gözükmüyor ama takipçilerim görebiliyor.Birkaç kişide aynı sorunu yaşamış ama geri düzelmiş.3 kerede instagramı silip geri yükledim ama bir faydası olmadı.Çoğu kişi story paylaşıyor ama ben göremiyorum.Ben dışında herkes görüyor. Sorunla acilen ilgilenilmesini rica ediyorum.Şimdiden teşekkürler."
"3","5 yıldızı hak eden bir uygulama ama eksikleri var. Örneğin karanlık mod gelse güzel olur. (aynısı WhatsApp'ta da olsa çok daha iyi olur) Hikayelere bakan kişilerin belirli bir sırası olmalı. Örneğin ilk bakana göre. Fake hesapların kapatılması için daha çok uğraşılmalı"
"3","Merhabalar, uygulamada özellikle video paylaşımlarında kalite çok düşüyor. Fotoğraf açıklamalarında madde işareti kullanarak yazı yazmak istediğimde, paylaşım sonrasında madde işaretleri yukarıdaki maddelere kayarak karışıyor. Durum eski sürümlerin kimisinde bu şekilde değildi ama sürekli değişkenli...Yorumun TamamıMerhabalar, uygulamada özellikle video paylaşımlarında kalite çok düşüyor. Fotoğraf açıklamalarında madde işareti kullanarak yazı yazmak istediğimde, paylaşım sonrasında madde işaretleri yukarıdaki maddelere kayarak karışıyor. Durum eski sürümlerin kimisinde bu şekilde değildi ama sürekli değişkenlik gösteriyor. Lütfen bu konularda gerekli güncellemeleri gerçekleştirin."
"4","Uygulama güzel ama bi konuda çok rahatsızım. Fan hesabım var ve bir çoğu yabancı. Ve haliyle yorumlarda yabancı dilde geliyor. Yorumları kendi dilimize çevirmek daha iyi olur. Lütfen yorumumu dikkate alın. Şimdiden teşekkürler.♡"
"1","Şu dönemlerde insanların eve tıkılıp kaldığı şu sıkıntılı zamanda insanların ugrasabilecekleri şeylerin başında gelen instangram bizi yarı yolda bırakıyor.arkadas bi video açıyorum lan adam anlatiyo ağız hareketleri abuk subuk şekile giriyo özellikle video izletme konusunda çok sıkıntılı güncellemel...Yorumun TamamıŞu dönemlerde insanların eve tıkılıp kaldığı şu sıkıntılı zamanda insanların ugrasabilecekleri şeylerin başında gelen instangram bizi yarı yolda bırakıyor.arkadas bi video açıyorum lan adam anlatiyo ağız hareketleri abuk subuk şekile giriyo özellikle video izletme konusunda çok sıkıntılı güncellemeler iyileştirme yönünde olacağı yerde bu güncellemeler bir önceki güncellemeye muhtaç bırakır şekilde bilmiyorum ""İNSTANGRAM"" biran önce kendine gel..."
"4","Güzel ama bazı eksiklikler var uygulamada, mesela Story de en aşağı emoji veya yazıyı çekerken çöp kutusuna taşıyoruz yanlışlıkla, çöp kutusu sol üstte veya öğeye 2 saniye basılı tutunca silinsin. Birde çoklu fotoğraf paylaşımı yaptık mı normal de her gönderirib altına ayrı yorumlar yazılsın genel o...Yorumun TamamıGüzel ama bazı eksiklikler var uygulamada, mesela Story de en aşağı emoji veya yazıyı çekerken çöp kutusuna taşıyoruz yanlışlıkla, çöp kutusu sol üstte veya öğeye 2 saniye basılı tutunca silinsin. Birde çoklu fotoğraf paylaşımı yaptık mı normal de her gönderirib altına ayrı yorumlar yazılsın genel olarak değil, bu sorunların gelişmesini arz eder taleplerimi iletirim."
"4","Sırf üstte dursun diye herkes okusun diye 5 yıldız verdim 1 yıldızlık bi uygulama değil bu nedir ya 30 dk da bir veya daha fazla zaman süresinde 15 kişi ekliyoruz takip et çıkar yapıyoruz engel beğeni yapıyoruz engel yorum yapıyoruz engel ne kadar saçma bi uygulama oldu buya sildim hesabımı da ulaşm...Yorumun TamamıSırf üstte dursun diye herkes okusun diye 5 yıldız verdim 1 yıldızlık bi uygulama değil bu nedir ya 30 dk da bir veya daha fazla zaman süresinde 15 kişi ekliyoruz takip et çıkar yapıyoruz engel beğeni yapıyoruz engel yorum yapıyoruz engel ne kadar saçma bi uygulama oldu buya sildim hesabımı da ulaşmak isteyen her şekilde ulaşır zaten arkadaşlar hayatta mecbur diye birşey yok ve kendinizi sisteme alıştırmayın bırakın sistem size alışsın."
"1","Hesabım Instagram tarafından engellendi. Ama benim hiç bir kötü niyetim yoktu. Sadece çok fazla takip ettiğim kitap sayfası olduğu için onların takipten çıkarmak istemiştim. Ve engelim hala kalkmAdı. Lütfen yardımcı olursanız sevinirim. Paylaşım yapamıyorum. Evet siz haklısın böyle yapmakta. Kötü ni...Yorumun TamamıHesabım Instagram tarafından engellendi. Ama benim hiç bir kötü niyetim yoktu. Sadece çok fazla takip ettiğim kitap sayfası olduğu için onların takipten çıkarmak istemiştim. Ve engelim hala kalkmAdı. Lütfen yardımcı olursanız sevinirim. Paylaşım yapamıyorum. Evet siz haklısın böyle yapmakta. Kötü niyetli insanlar yüzünden böyle yapıyorsunuz. ama benim hiç bir kötü niyetim yok. Lütfen yardımcı olursanız sevinirim..."
"4","Gayet güzel bir uygulama.Ayrıca herkesin indirmesi gerek çünkü güzel vakit geçirebiliyorsun.Ama sadece tek bir sıkıntı var ve bu çok sinirlendiriyor beni.Böyle çıplak kızlar işte atıyorum biri resim paylaşmış.Yorumlara bakıyorum, o bahsettiğim kızlar demiş işte profilime bakan ölür, 31 çekmenin zara...Yorumun TamamıGayet güzel bir uygulama.Ayrıca herkesin indirmesi gerek çünkü güzel vakit geçirebiliyorsun.Ama sadece tek bir sıkıntı var ve bu çok sinirlendiriyor beni.Böyle çıplak kızlar işte atıyorum biri resim paylaşmış.Yorumlara bakıyorum, o bahsettiğim kızlar demiş işte profilime bakan ölür, 31 çekmenin zararları, bütün erkekleri kendime 1 story ile aşık edebilirim vs. vs. Bunları görmekten gerçekten çok sıkıldım bu yüzden de 1 yıldız kırdım. Lütfen bunu düzeltin😊"
"1","Aşırı fazla aptal barındırdığınız ve bu aptallara çözüm bulmadığınız için 1 veriyorum eğlenmek vakit geçirmek için girdiğimiz siteden sinir küpü olup çıkıyoruz yaptığınız uygulamaya tüküreyim zaten asla düzgün çalışmadı en sonunda sildim ve hayatımın aslında ne kadae güzel olduğunu farkettim."
"3","Her ne sebeple oldu bilmiyorum, bi anda gece yarısına doğru uygulamaya bi hal geldi hikaye paylaşmamaya basladi. Sildim bi daha yükledim. Bu sefer dil sorunu ortaya çıktı. Abd ingilizcesiyle kullanmaya basladim. Sonra Dm'de yorum beğenme özelliği çift tık olarak kullanılırken eski usüle dönmüş. Öne ...Yorumun TamamıHer ne sebeple oldu bilmiyorum, bi anda gece yarısına doğru uygulamaya bi hal geldi hikaye paylaşmamaya basladi. Sildim bi daha yükledim. Bu sefer dil sorunu ortaya çıktı. Abd ingilizcesiyle kullanmaya basladim. Sonra Dm'de yorum beğenme özelliği çift tık olarak kullanılırken eski usüle dönmüş. Öne çıkan hikayelerdeki izlenme sayısını görebiliyorken o da gitmis. Bi daha sildim yükledim öne çıkanlarda gözüken tüm butonlar kaybolmus. En kisa zamanda bu gariplikleri çözüme kavuşturun lütfen."
"1","3 tane hesabim var 2 tanesi reklam hesabim. Hepsini ayni telefon numarasi ile actim. Reklam hesaplarimdan saat basi takip yaptim . Hemen engel verip duruyor..Reklam hesaplarim engel yedigi icin kisisel hesabimdan takip yada begeni yapamiyorum. Su saçmalığa bi son verin artik!!!"
"5","5 yıldız vermemin sebebi yorum üstte kalsın yorumlarda herkes aynı şeyi yazmış redmi not7 kullanıyorum beğeni sorunu hikaye gizleme sorunu en önemlisi görüntülü konuşma sırasında kamera açılmıyor karşı taraf beni görmüyor tüm bu sorunlar bendede var 2 bin liraya yakın para verdiğimiz telefonda uygul...Yorumun Tamamı5 yıldız vermemin sebebi yorum üstte kalsın yorumlarda herkes aynı şeyi yazmış redmi not7 kullanıyorum beğeni sorunu hikaye gizleme sorunu en önemlisi görüntülü konuşma sırasında kamera açılmıyor karşı taraf beni görmüyor tüm bu sorunlar bendede var 2 bin liraya yakın para verdiğimiz telefonda uygulama kötü diye görüntülü konuşamıyoruz koskoca Instagram bu sorunu çözemiyorsa bigoya geçmekte haklı.millet"
"1","Telefonum değiştiğinden beri uygulamanızda çeşitli sorunlar yaşıyorum. 1)Hikaye gizlerken takipçi listem tam olarak görünmüyor! Gizlemek için girdiğimde bir kısmı görünüyor takipçilerimin, hepsi değil! iPhone marka telefon kullanırken böyle sorun hiç yaşamadım ancak şu an Huawei marka telefon kullan...Yorumun TamamıTelefonum değiştiğinden beri uygulamanızda çeşitli sorunlar yaşıyorum. 1)Hikaye gizlerken takipçi listem tam olarak görünmüyor! Gizlemek için girdiğimde bir kısmı görünüyor takipçilerimin, hepsi değil! iPhone marka telefon kullanırken böyle sorun hiç yaşamadım ancak şu an Huawei marka telefon kullanıyorum ve sizden yana sorunlar yaşıyorum. 2)Hikaye gizlemediğim halde hikayeme kimler bakmış diye baktığımda bakan kişilerin bir kısmının isimleri gizliymiş gibi silik yazılı gizli olmamasına rağmen!"
"1","Eskiden paylaştığımız storylerin kimin gördüğünü göremiyoruz,hareket bölümünde takip kısmını geri getirin!Hiçbir yorum da dikkate alınmıyor! Eski sürümler geri gelsin 24 saat de geçse 244 saat de geçse paylaştığımızi kimin gördüğünü görmek hakkımız , takip ettiğimiz kişilerin neler yaptığını görmek ...Yorumun TamamıEskiden paylaştığımız storylerin kimin gördüğünü göremiyoruz,hareket bölümünde takip kısmını geri getirin!Hiçbir yorum da dikkate alınmıyor! Eski sürümler geri gelsin 24 saat de geçse 244 saat de geçse paylaştığımızi kimin gördüğünü görmek hakkımız , takip ettiğimiz kişilerin neler yaptığını görmek istiyoruz! cidden aşırı sinir bozmaya başladı uygulama! İyice içine ettiniz uygulamanın.YORUMLARİ GOZ ÖNÜNDE BULUNDURUN ARTİK"
"3","Çok fazla hata var. Mesaj olmasına rağmen mesajları göstermiyor. Filtreler açılmıyor -irternet olmasına rağmen- Arkadaşım aktif fakat 34 dakika veya 1 saat önce aktifti yazıyor. Bazen bildirim geliyor ""bla bla kişisi yorumumuzu beğendi"" ıstagrama girip bakıyorum o bildirimi göstermiyor. Bunları düze...Yorumun TamamıÇok fazla hata var. Mesaj olmasına rağmen mesajları göstermiyor. Filtreler açılmıyor -irternet olmasına rağmen- Arkadaşım aktif fakat 34 dakika veya 1 saat önce aktifti yazıyor. Bazen bildirim geliyor ""bla bla kişisi yorumumuzu beğendi"" ıstagrama girip bakıyorum o bildirimi göstermiyor. Bunları düzeltin lütfen"
"5","Merhaba. Benim kendi hesabim varken bir hesap daha açmak istedim ve xxx hesabı ile açmaya başladım ve şifre telefon hiçbişey istemeden yeni hesap açtı bana verdiğim kullanıcı adı ile. Şifre vs olmadığı için kullanmak istemedim ve tamamen silmek istedim. Googleden tamamen sil işlemini yaptım ve o hes...Yorumun TamamıMerhaba. Benim kendi hesabim varken bir hesap daha açmak istedim ve xxx hesabı ile açmaya başladım ve şifre telefon hiçbişey istemeden yeni hesap açtı bana verdiğim kullanıcı adı ile. Şifre vs olmadığı için kullanmak istemedim ve tamamen silmek istedim. Googleden tamamen sil işlemini yaptım ve o hesapla ilgisi olmayan başka mail üstünden olan kendi hesabımı sildi ve o silmek istediğim asıl hesap açık kaldı. Ve şuan çok mağdur durumdayım ne alaka yani. Itiraz ettim dönüş de olmadı. Ne yapmalıyım"
"1","Kişisel blog kullanıcısıyım ama gönderileri hikayeme ekleyemiyorum. Başakalrının gönderilerinş herkese açık olmalarına rağmen hikayeme ekleyemiyorum. Geri bildirim yolladım ama hiçbir dönüş alamadım. Facebook ile birleştiğinden beri leş gibisin instagram. Çoklu resim ve video yüklüyorum ama saatler ...Yorumun TamamıKişisel blog kullanıcısıyım ama gönderileri hikayeme ekleyemiyorum. Başakalrının gönderilerinş herkese açık olmalarına rağmen hikayeme ekleyemiyorum. Geri bildirim yolladım ama hiçbir dönüş alamadım. Facebook ile birleştiğinden beri leş gibisin instagram. Çoklu resim ve video yüklüyorum ama saatler alıyor yüklenmesi ve eksik şekilde yüklüyor."
"1","postları kendi hikayemde paylaşamıyorum. Her kullanıcının farklı bir düzende imstagram hesabı oluyor. Başka bir hesabım daha var ondan hikayeleri paylaşıyorum ama ondada sürekli engel yiyorum instagramdan. Esas hatalı hileli kullananlarla uğraşmaları lazımken ben engelleniyorum ve süreler çok uzun 3...Yorumun Tamamıpostları kendi hikayemde paylaşamıyorum. Her kullanıcının farklı bir düzende imstagram hesabı oluyor. Başka bir hesabım daha var ondan hikayeleri paylaşıyorum ama ondada sürekli engel yiyorum instagramdan. Esas hatalı hileli kullananlarla uğraşmaları lazımken ben engelleniyorum ve süreler çok uzun 3 4 gün boyunca engelim vardı. Normal değil. Düzeltilmesini istiyorum."
"1","Beğenen kişilere tıkladığımda tam 5 aydır tekrar deneyin uyarısı alıyorum. Gerçekten bıktım sayısız mail attım bildirim açtım kimse dönüş yapmadı. Instagram hesabımı tamamen kapatma noktasına geldim aktif kullanıyorken hemde. Bir sürü yazılımcı bir tek hatayı 5 AYDIR ÇÖZEMEDİ. Hiç memnun değilim."
"3","Güzel ama kendini geliştiremiyor! Zaman zaman yapay zekâ devreye giriyor ve hesabı 24 saatliğine bloke ediyor. Daha güvenlikli bizi koruyabilir amaç bizi korumaksa! Paylaşımlarda linki izni olmayışı, Sen üzerinden DM ve paylaşım yapılmaması. Hikayelerin süresini bölmesi. Video ce jilet boyutlarını k...Yorumun TamamıGüzel ama kendini geliştiremiyor! Zaman zaman yapay zekâ devreye giriyor ve hesabı 24 saatliğine bloke ediyor. Daha güvenlikli bizi koruyabilir amaç bizi korumaksa! Paylaşımlarda linki izni olmayışı, Sen üzerinden DM ve paylaşım yapılmaması. Hikayelerin süresini bölmesi. Video ce jilet boyutlarını kişiselleştirmesi ilk akla gelenler..."
"3","İnstagram'daki topluluk kurallarını inceledim.Çoğunu okudum,yalnız çıplaklık içeren izin verilmeyen bir hesabı şikayet ettiğimde hesap kapanmıyor.Bu sadece benim için değil başkalarınıda etkiliyor fakat elimden geleni yapsamda bunu engelleyemiyorum.Çünkü uygunsuz bir hesabı şikayet ettiğimde uygunsu...Yorumun Tamamıİnstagram'daki topluluk kurallarını inceledim.Çoğunu okudum,yalnız çıplaklık içeren izin verilmeyen bir hesabı şikayet ettiğimde hesap kapanmıyor.Bu sadece benim için değil başkalarınıda etkiliyor fakat elimden geleni yapsamda bunu engelleyemiyorum.Çünkü uygunsuz bir hesabı şikayet ettiğimde uygunsuz bir şey göremedik yanıtıyla geri bildirim geldi.Sizin de güzel şeyler paylaşılan, böyle uygunsuz fotoğrafların bulunmadığı bir topluluk olmasını istediğinizi topluluk kurallarında gördüm.Düzeltin🙏"
"2","Normal kullanıyordum iyiydi. 5 gün önce çarşamba günü öğleden sonra bu hesabın size ait olduğunu öğrenmemiz için epostanıza kod göndercez yazıyordu. Eski epostami ve şifresini unuttuğum için giriş yapamıyorum. Ayrıca bu hesabı açalı daha 40 gün olmuştu. Şuan gerçekten üzgünüm..."
"5","Çok gozel bebekken enjektör fiyatları ile sizi bekliyor ama bu kadar çok film hareketler ve bu gün 12 defe gördüm ki o da ne kadar önemli olduğunu ifade ederek şunları söyledi bu ne ya da gidiyorum çeşmi siyah ve kırmızı kart görerek oyun oynamaya başladı ne yapıyorsun dedim ama hiç"
"3","lütfen WhatsApp'daki gibi sticker yapıp gönderebilelim ve lütfen yine oradaki gibi sohbet içinde mesaj arama özelliği gelsin çünkü böyle istediğin bir mesaja gitmek bazen saatlerini alıyor. ve sohbet içinde beğendiğimiz mesajları gösteren bir kısım gelmeli bunlar gerçekten çok yararlı olur teşekkürl...Yorumun Tamamılütfen WhatsApp'daki gibi sticker yapıp gönderebilelim ve lütfen yine oradaki gibi sohbet içinde mesaj arama özelliği gelsin çünkü böyle istediğin bir mesaja gitmek bazen saatlerini alıyor. ve sohbet içinde beğendiğimiz mesajları gösteren bir kısım gelmeli bunlar gerçekten çok yararlı olur teşekkürler :))"
"1","İnstagramda vakit geçirmeye korkar hale geldik; abartılı olmayan sayıda beğeniye, takibe, yoruma, kısacası normal karşılanabilecek sayıdaki pek çok aktiviteye anında ENGEL! Bari gerekçe ve çözüm belirtseniz de neden engel aldığımızı ve bu engelin nasıl, ne zaman kalkabileceğini bilsek ama nerdeee! S...Yorumun Tamamıİnstagramda vakit geçirmeye korkar hale geldik; abartılı olmayan sayıda beğeniye, takibe, yoruma, kısacası normal karşılanabilecek sayıdaki pek çok aktiviteye anında ENGEL! Bari gerekçe ve çözüm belirtseniz de neden engel aldığımızı ve bu engelin nasıl, ne zaman kalkabileceğini bilsek ama nerdeee! Sizin için sayılar mı önemli yoksa etik değerler mi! Kötü niyeti olmayanları sayılardan dolayı cezalandırıyorsunuz ama etik değerleri hiçe sayanlar instagramda cirit atıyorlar!"
"3","Benim hesabım da gönderimi story de paylaşma özelliği yok. Telefonla da alakası yok 3.cü telefonum bu. Gariptir ki kişisel hesabım da bu özellik mevcut ama diğer hesabım da yok maalesef ki en çok da orda işime yarıyor. Bu saçmalığı düzeltin lütfen bi bende var sanırım bu sorun ."
"2","Profil fotoğrafını değiştiremedik lütfen internetin bağlı olduğuna emin olun ve tekrar deneyin bilgisini çok aldm 1 2 haftadır bekliyorum ama olmuyor bilgiseyardan ve farklı farklı internetler den denedim ama yine olmadı bu bide profilden hiçbirşeyi değiştiremedim bu sorun çözülsün lütfen👍 onun dış...Yorumun TamamıProfil fotoğrafını değiştiremedik lütfen internetin bağlı olduğuna emin olun ve tekrar deneyin bilgisini çok aldm 1 2 haftadır bekliyorum ama olmuyor bilgiseyardan ve farklı farklı internetler den denedim ama yine olmadı bu bide profilden hiçbirşeyi değiştiremedim bu sorun çözülsün lütfen👍 onun dışında herşeyi sevdim eyer profilimi düzeltirsem 5 yıldız vereceğim....."
"4","Birkaç yıl önce gelen bir güncellemeyle öne çıkarılan hikayelere bakan kişiler görünmemeye başladı 24 saat sonunda. Görüntüleyenler listesinin görünmesini istemeyenler kadar isteyenler de var. Bu özellik manuel olamaz mı? İsteyen açsın kendi baktığı 24 saati dolmuş hikayelerde de adı görünsün kendis...Yorumun TamamıBirkaç yıl önce gelen bir güncellemeyle öne çıkarılan hikayelere bakan kişiler görünmemeye başladı 24 saat sonunda. Görüntüleyenler listesinin görünmesini istemeyenler kadar isteyenler de var. Bu özellik manuel olamaz mı? İsteyen açsın kendi baktığı 24 saati dolmuş hikayelerde de adı görünsün kendisi de hikayelerine sonradan bakanları görsün. İstemeyen kapatsın ve baktığı hikayelerin 24 saati dolduktan sonra altında adı geçmesin, kendi de hikayesine sonradan bakanları göremesin."
"5","Instagram gerçekten harika bir uygulama ama bu son zamanlarda durduk yere takip engeli beğeni engeli ve benzeri engelliler veriyor.birisi beni storysini etiketleyince ve hikaye atınca sesi gelmiyor ve bu çok can sıkıcı bir durum. Lütfen en kısa zamanda bir güncelleme gelsin hesabımı kapatmak istemiy...Yorumun TamamıInstagram gerçekten harika bir uygulama ama bu son zamanlarda durduk yere takip engeli beğeni engeli ve benzeri engelliler veriyor.birisi beni storysini etiketleyince ve hikaye atınca sesi gelmiyor ve bu çok can sıkıcı bir durum. Lütfen en kısa zamanda bir güncelleme gelsin hesabımı kapatmak istemiyorum. ınstagram'ı severek kullanıyorum ve böyle devam etmesini istemiyorum lütfen buna bir çözüm bulun"
